"","k","ss.euclidean","ss.manhattan","ss.minkowski","ss.correlation","sil.euclidean","sil.manhattan","sil.minkowski","sil.correlation","ch.euclidean","ch.manhattan","ch.minkowski","ch.correlation","dunn.euclidean","dunn.manhattan","dunn.minkowski","dunn.correlation","rand.general.euclidean","rand.general.manhattan","rand.general.minkowski","rand.general.correlation","rand.outfield.euclidean","rand.outfield.manhattan","rand.outfield.minkowski","rand.outfield.correlation","rand.specific.euclidean","rand.specific.manhattan","rand.specific.minkowski","rand.specific.correlation","vi.general.euclidean","vi.general.manhattan","vi.general.minkowski","vi.general.correlation","vi.outfield.euclidean","vi.outfield.manhattan","vi.outfield.minkowski","vi.outfield.correlation","vi.specific.euclidean","vi.specific.manhattan","vi.specific.minkowski","vi.specific.correlation"
"22",23,3607.71599057714,10582.8304218797,3016.30778692486,15.8341921813338,0.234185219629777,0.166937013886496,0.226722406035318,0.486201718438858,14343.568621465,15840.6094098686,12278.1941140477,119047.838505813,0.00996272736760573,0.00694721299335524,0.012536738052885,6.59070987379599e-07,0.181444073133968,0.18094010423095,0.183627240458436,0.112900107609311,0.0397512177163545,0.0469327603822976,0.0412762251156848,0.0112286787809818,0.247810605362555,0.226609279776041,0.252167719116573,0.224163069137297,2.43761659103871,2.35720787609142,2.40428707434644,2.97544524092589,2.38645945318638,2.26411059503695,2.35050744150058,2.60655191296759,3.55099081073915,3.50713098636557,3.52930575134216,4.08145065991927
"23",24,3530.7614756556,10192.3043846839,2995.58164208315,14.2760342253138,0.234841645378188,0.168590368227894,0.224735006528863,0.490623565431359,14035.3795288902,15761.7872431831,11830.4210498266,126379.484106601,0.0102531104833869,0.00694721299335524,0.012536738052885,7.85479093172578e-07,0.178479268370403,0.174678951759116,0.183050673483215,0.110359940701501,0.0384596204019331,0.0438046375887595,0.0409586307060619,0.0103582330829856,0.247090308429802,0.220890318939144,0.252637336975031,0.224540383255721,2.47917324580209,2.40981016827225,2.42079236931913,3.00582904635789,2.42967292753197,2.33153833082254,2.36782145061407,2.6397325145202,3.58953584152124,3.5516372275602,3.54472283957226,4.10862993567498
"24",25,3492.73835012403,9865.32046928443,2907.82406846897,13.6468664893532,0.232467307239729,0.175100625600576,0.224286295863377,0.488461455630055,13604.4752729782,15629.8827146101,11701.8093425723,126725.280026836,0.0102531104833869,0.00907754561896211,0.0129050668816126,8.50624078274459e-07,0.177284361899823,0.166586208834375,0.176178315488709,0.11029240519707,0.0380674469223333,0.0399236766809426,0.039093466430322,0.0103148328940944,0.247747163088932,0.226878949209009,0.253767195642411,0.224587014369191,2.49712820834488,2.48186709608331,2.48032989820021,3.01023103397282,2.44884203736302,2.40212861024864,2.42363086486853,2.64494403220852,3.6062049096654,3.60587190800718,3.60222965886639,4.11198545053808
"25",26,3469.59146788111,9333.1445939823,2798.07294564094,12.8003152177721,0.226074936219717,0.175432574798507,0.223708261866148,0.483885671163635,13151.5400100746,15900.7377644476,11702.1731401249,129742.84596197,0.0119884743301151,0.00700873240371447,0.0127582368966105,8.50624078274459e-07,0.175328115858019,0.162377075231322,0.169177854304988,0.111705670698521,0.0377555791000434,0.0367603938818169,0.0362537334035119,0.0139512205588707,0.247436549496311,0.234590754873126,0.246406097950559,0.230155674651198,2.50904194487357,2.53057446728133,2.53389855401224,3.02587348437215,2.46155203021334,2.46908903653724,2.48932557677134,2.66205722054999,3.61635139284143,3.63660275190243,3.64595172014127,4.12278932940605
"26",27,3461.25003804518,8894.45071982708,2791.44277301526,12.1845077926045,0.225004661353588,0.176964068709034,0.215862286044129,0.483543742992883,12677.1686380974,16076.7782562794,11279.8496774739,131085.782763837,0.0119884743301151,0.00769721078464477,0.0127582368966105,1.05362469152019e-06,0.175309540706155,0.147435973432211,0.168996206257586,0.111679187611448,0.0377267610073871,0.0348076612882504,0.0361764314517822,0.0141282220948622,0.247489072579974,0.18819295204364,0.246635155312151,0.230791522775999,2.51269565572361,2.5852976368776,2.54044579339989,3.0373443158651,2.46666150004302,2.52381220613352,2.49636060799268,2.67457477224779,3.61875425498299,3.6913259214987,3.65089424838094,4.13397195700743
"27",28,3306.38858961792,8890.23579772547,2664.6658775725,11.2849995116337,0.221872357982106,0.174444125249479,0.210565138842077,0.483270299015741,12810.1608947985,15488.1459890857,11410.1841829482,136338.403221898,0.0119884743301151,0.00769721078464477,0.0127582368966105,1.05362469152019e-06,0.158766173495063,0.147527882332716,0.151946094087948,0.109428042084843,0.0355448949941506,0.0348241446848148,0.033950745396254,0.0130237281642888,0.196632910973041,0.188226210604376,0.193462677413767,0.232063536184475,2.56867193453057,2.58587125212694,2.59833915534529,3.07739485412312,2.52263777884998,2.52422236495811,2.55425396993808,2.71731668624214,3.67473053378994,3.69105776735735,3.70878761032634,4.17039591433564
"28",29,3181.77360204607,8655.86600086995,2599.50863001053,10.7081741387772,0.222140323346844,0.171796404815643,0.211743977548566,0.477577941774675,12861.1016099252,15356.0700259238,11294.0697791509,138578.362406861,0.0119884743301151,0.00774836702162635,0.0127582368966105,1.05362469152019e-06,0.151628923144368,0.142826130810076,0.149655835552614,0.107934899988519,0.0326463896813762,0.0322927590760364,0.0329884815818809,0.0125749547982557,0.200159068833008,0.185834846145083,0.193687732474161,0.232394029376976,2.628990817548,2.64034370134426,2.63337587474192,3.10157463112182,2.5869968064712,2.58575707667184,2.58980510016412,2.74304835994542,3.73244740831654,3.74090165721379,3.74028753711668,4.1927100127711
"29",30,3156.1553382358,8521.91155800947,2472.65444136291,10.3249829048156,0.220397072505535,0.170614133691799,0.218379489461447,0.473037014658217,12522.7918662808,15068.6021201562,11495.4960214409,138781.0587904,0.0119884743301151,0.00774836702162635,0.00659043609874588,1.04562557382908e-06,0.1510363954447,0.140778773705644,0.145510269395993,0.109145473588018,0.0324014979188316,0.0315511797385907,0.0305272671277752,0.0152258903453521,0.200442780969808,0.186585347241917,0.194934854648424,0.236637049388692,2.64377884634115,2.66819404530257,2.68876217724583,3.11831427996481,2.60208287803459,2.61806619016372,2.65200639013643,2.76123620190389,3.74629918532944,3.7644752908366,3.79085790484588,4.20691087765602
"30",31,3038.66947698245,8422.30641237501,2407.25694273943,10.1064214566138,0.222836037124926,0.167900178649037,0.215894331560542,0.471539628290199,12596.0718849087,14744.9150160785,11429.9853318641,137061.767553958,0.0118875323409649,0.00776687749572292,0.00659043609874588,1.04562557382908e-06,0.147456174052718,0.137261999153492,0.141773249492892,0.109060460424139,0.0308882419525432,0.0311018543800781,0.0295500525460828,0.0152080226295723,0.200973405651126,0.17504024694442,0.195000521565329,0.236634563505258,2.68745242730618,2.69154718092643,2.71919912884382,3.1225724028102,2.65088355837339,2.64141932578758,2.68971606449938,2.76587611372069,3.78418771909657,3.78782842646046,3.81126170763814,4.21034853000466
"31",32,3000.89554148646,8392.7187334276,2401.95063037208,9.69871647627033,0.219455763097201,0.16581162946822,0.214549338335425,0.463452426308978,12349.8656673254,14320.849003462,11086.3926132533,138233.182386109,0.0118875323409649,0.00776687749572292,0.00659043609874588,1.50676899006323e-06,0.144993506247498,0.137103382556252,0.141733863680812,0.107201302983143,0.0301798398117067,0.0310433648378937,0.0295237980447015,0.0144309488041219,0.201620004073874,0.175103779465466,0.195027207048317,0.237149037118349,2.70969524420656,2.69710060882778,2.72344444466222,3.1543356233527,2.67839995862075,2.64774594327396,2.69464234064366,2.79814663874563,3.8032448689148,3.79322828509652,3.81447366597877,4.23938781975814
"32",33,2886.95070463011,8238.77604623791,2311.76378597544,9.21608766044375,0.219182815912482,0.168290091749331,0.220175808117058,0.463960890196757,12457.8065204318,14142.3517738712,11180.4133002748,140948.071705427,0.0118875323409649,0.00776687749572292,0.00664487986779298,1.50676899006323e-06,0.13950337506057,0.135963433117164,0.132905453452822,0.106639340099079,0.0287879546444663,0.0305856945643194,0.0269931973199983,0.014159103621625,0.190429738495189,0.17532193264154,0.197538881221002,0.237407220781609,2.75460353157262,2.71909687906012,2.78178075412622,3.17264023664038,2.72574166029267,2.67067520901883,2.75468261398241,2.81839581189428,3.84475467415243,3.80912839475722,3.85532718203397,4.25611114444377
"33",34,2798.56123109718,8198.91591679487,2264.6322503999,8.65810794288484,0.223537365787789,0.168037895964969,0.221834153401373,0.459726549120997,12478.499817152,13782.377072556,11078.0688512304,145512.557622653,0.0118875323409649,0.00776687749572292,0.00664487986779298,1.50676899006323e-06,0.135539881484001,0.135678787504672,0.131562198150089,0.103493162335438,0.0270351633287386,0.0304979823549943,0.0264677571450339,0.0123422259625889,0.191985739870914,0.17540680978182,0.197513676389583,0.236911971344367,2.80493897587507,2.72938793963116,2.80827431119402,3.21230691227314,2.77560755088734,2.68148192519208,2.7828226310608,2.86252834003776,3.88207992503487,3.81690507433779,3.87821923590862,4.29161298000652
"34",35,2766.63206168352,7835.83077228156,2234.996001945,8.62909820586139,0.219541834869637,0.175960688062678,0.219992981173853,0.457956227089498,12256.7374387658,14020.785150773,10901.2863267253,141701.553693303,0.0131718413234027,0.00789089612974877,0.00664487986779298,1.50676899006323e-06,0.132651622968468,0.12886744245799,0.129280214873955,0.10346739159127,0.026675973914612,0.0275828212428792,0.0260956115398416,0.0123421713259735,0.182069705417088,0.178796371005762,0.197075647135862,0.236910243953042,2.8263261534082,2.7914716498953,2.82412491647592,3.21462023764374,2.79699472842046,2.7495203956064,2.79963472804781,2.86450442764896,3.90346710256799,3.87464512970615,3.88349201136635,4.29303488060988
"35",36,2703.29347000494,7698.54013439509,2147.61738832809,7.79134068596449,0.220973794244709,0.176936070768254,0.224881939600953,0.46671149806661,12196.9769573916,13871.5539086827,11041.1409751385,152501.221473706,0.0132258611344139,0.00991328392163854,0.00664487986779298,3.68458078076944e-06,0.130157908716988,0.12691779928004,0.115721597453565,0.0983680702856229,0.0259172255402515,0.0267888780511697,0.0242101360296677,0.00908258481805478,0.183255850707831,0.180256739460175,0.194804758752935,0.24059768941881,2.85226156015379,2.82525537907032,2.87463667636526,3.27803209108932,2.82644372607125,2.78256618964467,2.85205368884981,2.93408980442105,3.9260754679127,3.89337204687065,3.90762007816137,4.35103158642381
"36",37,2639.32439661074,7581.2668523105,2145.08805328612,7.64092393200793,0.219307720832838,0.184315240681542,0.22269377467415,0.464816452795052,12157.1079327822,13701.8803028039,10747.1004562996,151185.342167055,0.00721864584447211,0.00991328392163854,0.00664487986779298,3.68458078076944e-06,0.127514842155018,0.125867025676785,0.115693350394197,0.0982195359526507,0.0246807684532683,0.0263266576379432,0.0242115994544003,0.00905625243580276,0.181802987847312,0.180759039752435,0.194835715041942,0.240594613578532,2.88853712289012,2.84068992321274,2.87796180688883,3.28365726727176,2.8717739435622,2.7993355663068,2.85522816623106,2.94013307976357,3.95509298292013,3.91044616053521,3.91123406407158,4.35560346774054
"37",38,2619.75027028471,7438.38318796851,2092.35022612714,7.43477647178216,0.215648076273179,0.177020028079169,0.220506043184446,0.449571749794134,11919.9191029611,13596.3026419371,10731.9513425165,151183.177798762,0.00721864584447211,0.0108418109669279,0.00664487986779298,3.4381527008116e-06,0.126610407570048,0.117512531886556,0.114251845376864,0.096918706603493,0.0245149328346393,0.0250767239877385,0.0236821957770801,0.007759097797248,0.181595783853413,0.175346399990463,0.193741771975937,0.242665442353229,2.90061919084045,2.88198677065487,2.90379042243367,3.32577257920702,2.8840967851932,2.84313828438837,2.883811966166,2.98476407849547,3.96756397951061,3.94323268263565,3.93482550057952,4.39449542384141
"38",39,2599.88186296081,7284.0983050304,2070.62839281831,7.03327563806333,0.214208776738222,0.175351296010727,0.223846602953782,0.446769858928874,11697.9310437338,13528.2646867978,10563.5714956837,155626.617410175,0.00726148277328205,0.0108418109669279,0.00679697698526372,3.4381527008116e-06,0.126071341451625,0.115837467110208,0.113559628045832,0.0993029542243749,0.024341516113887,0.0243683222528773,0.0235059697849358,0.0111889869035635,0.181877155863951,0.175905328190807,0.193998090797049,0.24887813826999,2.91233209942887,2.90866764676811,2.91667829890015,3.34252433988101,2.89635661955528,2.87724911052916,2.89686341937242,3.00177455433015,3.9751537204092,3.96137295560744,3.94470035211551,4.41057697592177
