"","k","ss.euclidean","ss.manhattan","ss.minkowski","ss.correlation","sil.euclidean","sil.manhattan","sil.minkowski","sil.correlation","ch.euclidean","ch.manhattan","ch.minkowski","ch.correlation","dunn.euclidean","dunn.manhattan","dunn.minkowski","dunn.correlation","rand.general.euclidean","rand.general.manhattan","rand.general.minkowski","rand.general.correlation","rand.outfield.euclidean","rand.outfield.manhattan","rand.outfield.minkowski","rand.outfield.correlation","rand.specific.euclidean","rand.specific.manhattan","rand.specific.minkowski","rand.specific.correlation","vi.general.euclidean","vi.general.manhattan","vi.general.minkowski","vi.general.correlation","vi.outfield.euclidean","vi.outfield.manhattan","vi.outfield.minkowski","vi.outfield.correlation","vi.specific.euclidean","vi.specific.manhattan","vi.specific.minkowski","vi.specific.correlation"
"21",22,3336.80640518932,8784.86918103414,2656.90612681609,16.3369392172845,0.221466052712633,0.215926510325512,0.233210585516451,0.492239334442827,16317.5946484667,20169.2008371606,14720.4739968116,120858.881157311,0.00843366927672514,0.00910831955202706,0.00835002475229411,3.03666502522577e-07,0.137331825423301,0.138604166445849,0.143046811812173,0.121294567155457,0.0301644743727729,0.0299916767788354,0.0310899537299817,0.0210319023572208,0.20526542064662,0.214586535513345,0.219193322957312,0.232204665036247,2.63004211242212,2.64855984177131,2.59897173969832,2.95416344008174,2.57491932941882,2.57790306985531,2.55841665081335,2.57569000694876,3.70551317408852,3.72830200461008,3.70612559899139,4.06479536409853
"22",23,3248.05449538253,8590.07435626795,2534.3490218452,15.2446558021314,0.220799166905092,0.207413362011578,0.240946397152492,0.490026841933033,16023.1344054186,19706.6092538518,14769.9158533745,123683.497384253,0.00843366927672514,0.00910831955202706,0.00835002475229411,3.34330088092102e-07,0.13549344453373,0.131032678006195,0.138467582345411,0.120499280293413,0.0291429361583094,0.0290343127616878,0.0291456451669751,0.0208010970169551,0.202743873247137,0.189545739882357,0.222420761633252,0.231475552306368,2.65641232567285,2.6850175578406,2.65767709891849,2.96811997949205,2.61637653982792,2.6143607859246,2.61532260380988,2.59210430915246,3.72697808258495,3.76475972067937,3.76005580551505,4.07576755361663
"23",24,3171.3772891787,8450.59076192016,2480.66726640167,14.2769725316129,0.213852805943502,0.197912984778113,0.238178338522574,0.494071628484581,15715.2364448114,19172.8887508623,14449.7375330806,126371.126417331,0.00845702613674489,0.00704648502034142,0.00835002475229411,3.34330088092102e-07,0.128690121960884,0.126303808127411,0.136384251322819,0.121596565316031,0.0282878229355873,0.0273725189974479,0.0282053648575683,0.0233122380314099,0.179938695414592,0.187359596162814,0.224219935261496,0.236134241769957,2.69296102109949,2.73461273825441,2.69538160271297,2.99152624063746,2.65292523525456,2.66665540713808,2.65427949873723,2.61697044706311,3.7635267780116,3.81735283349686,3.7929501304294,4.09587082908955
"24",25,3062.40641933235,8219.89287450704,2387.94351704835,13.6428937449093,0.215549681597593,0.1992755964314,0.233174594969249,0.491078818344309,15622.3628098267,18909.8643883604,14413.9154402986,126762.401835529,0.00856508590463166,0.00762964822959114,0.00835002475229411,3.34330088092102e-07,0.122912239694506,0.117971139573392,0.123301794229494,0.120536187102735,0.026533275811258,0.0257426210845747,0.0265813726211927,0.0227912078979867,0.179879472828711,0.184797663677904,0.179968063741156,0.236345010683056,2.74917023710146,2.78276581871112,2.74715938047776,3.01275722461914,2.70752001196128,2.71988911708729,2.70605727650202,2.63883277827639,3.81818310137969,3.85995279110502,3.84472790819419,4.11401869691841
"25",26,2974.86875316855,7990.47631601916,2310.39696651912,12.9300485206747,0.216472258219306,0.20140148580373,0.233964458293347,0.489293489841726,15459.2713506785,18694.4736401367,14325.3543392722,128433.797038695,0.00856508590463166,0.00762964822959114,0.00835002475229411,4.04250530802756e-07,0.117704263728178,0.113732015020047,0.113573632657206,0.120106548357631,0.0246248512405183,0.0244555500840593,0.0250133274883021,0.0226428434914137,0.182213062176105,0.186388957472859,0.179405529507218,0.236458391419403,2.80537449284897,2.83038907321447,2.79478818855148,3.02378342710113,2.76355899683975,2.76478380624387,2.75804446181556,2.6507147885716,3.87278589415134,3.90285699880896,3.86149649894171,4.1233732582615
"26",27,2890.17361144772,7700.71248327213,2270.76393136772,12.6178287984797,0.220201603083537,0.206903226269893,0.229709092270916,0.478937703292663,15319.8791137183,18677.0518867523,14026.1908499754,126560.090146018,0.00951247348625698,0.00762964822959114,0.00835002475229411,2.69888339876516e-06,0.111729473509475,0.111511613347315,0.110390578345208,0.118752082888772,0.0234322256124034,0.0234948321776382,0.0240999140249295,0.0221940865467434,0.179691808743667,0.185292707629821,0.173986716306204,0.236308550993255,2.84289693715823,2.86078143929883,2.82669858281946,3.04347685233329,2.80868017463573,2.80530863012807,2.79537149865208,2.67229553203369,3.90629992255798,3.92187511509573,3.89211834018769,4.14167357021845
"27",28,2826.60311855476,7483.51840547477,2191.75335487933,11.7423090567056,0.219730390187917,0.208665954547542,0.228383931578522,0.485789809447168,15098.5309406605,18525.7654461519,14017.0416061431,131002.489758977,0.00951247348625698,0.00762964822959114,0.00835002475229411,2.69888339876516e-06,0.109463539225072,0.105359709143686,0.105416606804364,0.118612743133135,0.0225096183715625,0.0224768930568928,0.0222857071000404,0.0227491347011746,0.179667223436433,0.180991972129757,0.170198209385036,0.238947530434321,2.88032668366026,2.89678530441202,2.88173676305964,3.05921950597775,2.8488664354507,2.84695907210004,2.85017897204827,2.69021813717828,3.93929692333984,3.95503970793339,3.94644209116251,4.15413553507705
"28",29,2770.13614356573,7292.64766729751,2132.17293071815,10.989566964717,0.215620971545369,0.208719250341534,0.227957512865772,0.48595345485521,14868.4565362341,18347.6255016917,13911.4568508029,135013.42131388,0.00744451887731102,0.00762964822959114,0.00854848651738322,2.69888339876516e-06,0.102514964252742,0.103248882551442,0.103385326620817,0.116080951343347,0.0215642974602457,0.0215036584755551,0.0215669281892308,0.0216346241446961,0.174250185101362,0.182608467007864,0.168163821076051,0.240343876592049,2.92081341215196,2.92653906269021,2.9129081321077,3.09548001067614,2.88965733783846,2.88856562251016,2.88563704995771,2.73065112411945,3.97148069621576,3.97553470353043,3.97296623612286,4.18711864039635
"29",30,2722.09323131376,7157.71960977139,2092.36015755362,10.4399129209433,0.214513013260338,0.207468076577882,0.225797956980729,0.474235633344872,14619.3468423686,18059.6767895731,13698.4665720082,137246.375832907,0.00744451887731102,0.00762964822959114,0.00854848651738322,2.87132747523866e-06,0.101159889729448,0.101721953989297,0.0994500938160345,0.113255159613147,0.0213134829268762,0.0208921817707182,0.0205172758746293,0.0198813305235171,0.173548848305601,0.183013565993041,0.169041873389428,0.238567167882638,2.93787678487666,2.94794863143069,2.95389088673296,3.13640593116772,2.90849913547862,2.92149102589009,2.92955874453839,2.77644669084828,3.98971150091591,3.99538935781009,4.01122917688806,4.22338969873358
"30",31,2670.48757330299,7017.75157647691,2082.52396191776,10.2608616606638,0.212762463741909,0.209168363857872,0.225044055997235,0.473479563315705,14416.0113692632,17816.9484337107,13306.5152517615,134989.702739236,0.00744451887731102,0.00762964822959114,0.00854848651738322,2.48026412505549e-06,0.0989027598529965,0.100009995923693,0.0993002086313681,0.113281110466396,0.020778312710955,0.020198976597645,0.0204535242728935,0.0198765237984029,0.173534508447958,0.18316219749831,0.16902421890968,0.238603325968823,2.96307856384982,2.98115327940813,2.96123016856521,3.1385136362504,2.93972986720337,2.95514522561917,2.9370885690631,2.7789029624734,4.00119799529194,4.0266075558265,4.01730142597351,4.22397263309865
"31",32,2575.70365466959,6936.07901579409,2039.579920937,9.76856741990284,0.218848249294066,0.207624362980722,0.224575821426139,0.460701709135304,14485.0842131017,17451.1587544073,13159.9947618738,137240.553417074,0.00637806606502749,0.00762964822959114,0.0100997309108086,2.48026412505549e-06,0.0966063852929203,0.099106358538082,0.0957536457114167,0.109809824628319,0.0199598718106145,0.0198834838368584,0.0197868896241271,0.0182853989400856,0.175373784750255,0.182217914593354,0.167647924168815,0.24082478092869,2.99371972116123,3.00047058268524,2.99618778872502,3.18160607398399,2.97720315889947,2.97729692304206,2.97093225383767,2.82362175245219,4.02020238053739,4.04260634162577,4.04557887863769,4.26260209102536
"32",33,2552.4212730202,6888.73626285576,1990.53816643562,9.20173693836983,0.216727054210202,0.207466465946541,0.224999417450297,0.453761884803605,14164.8103741289,17024.9488029058,13076.0762368548,141168.773014825,0.00637806606502749,0.00762964822959114,0.0100997309108086,2.06790512671589e-06,0.0958490633707932,0.0988262355399435,0.0933108636822203,0.106775426745456,0.019700598070534,0.0197550606943401,0.0189794883444381,0.0150745818406269,0.174729610126785,0.182527998445588,0.168112864712461,0.246798092846826,3.0112969191613,3.01232083004448,3.0309673908402,3.24214349625145,2.99775043892279,2.98967427741544,3.00915216019304,2.89022686473087,4.03499965635329,4.04912570527618,4.06949981027701,4.31605862839365
"33",34,2495.59247271664,6781.12343173483,1971.24338009728,8.89440962461936,0.216786111045147,0.207370544646606,0.223550663228397,0.452372552913068,14060.0877304543,16778.8219280219,12808.6130114343,141632.069715652,0.00637806606502749,0.00762964822959114,0.0100997309108086,2.06790512671589e-06,0.0943612969731238,0.0975160833437965,0.0927726992897452,0.10644539736752,0.0190711217171645,0.0192835782453085,0.0188427874271988,0.0149439158327848,0.17560837788464,0.183002503574937,0.168302433237824,0.246926946185516,3.0400752768582,3.03665521996223,3.04481407826091,3.25485371580694,3.03007877293883,3.01717748560803,3.0228146116804,2.90276863193669,4.06297970176966,4.0696158621745,4.08125891761244,4.32653716741404
"34",35,2474.60032806963,6643.5353180465,1946.41791921888,8.63258409893593,0.215995392955364,0.209113534447987,0.221510156510469,0.451690684842579,13766.0827389664,16632.7200892494,12596.5550396302,141644.118440423,0.00639125780576644,0.0100357762027947,0.0100997309108086,2.06790512671589e-06,0.0940133335235134,0.0959123611962889,0.0916902484881545,0.106267951906629,0.0189950339137776,0.0185573728287393,0.01839848015887,0.0149534151504794,0.175708794876272,0.184684140933685,0.168288114134849,0.247032276246414,3.05112872107965,3.07104241971481,3.06986464075849,3.261790996826,3.04112892641992,3.05207723885795,3.04870352623703,2.90998529336767,4.0717743575288,4.09585192289973,4.10416242685321,4.33248645903759
"35",36,2401.08541239123,6506.12219734174,1918.16108554247,8.40587263522194,0.216800031236113,0.206229780069885,0.221689394761584,0.450609385845828,13797.2982235386,16508.7813051082,12423.856890013,141314.390359268,0.00639125780576644,0.00766811027600883,0.0100997309108086,2.06790512671589e-06,0.090438046730045,0.0875669909519508,0.0899600895684597,0.105681935268678,0.0177438447573072,0.0175790297220556,0.0179321669739508,0.0147439173235207,0.17350291196563,0.152802588023005,0.168941726227822,0.247416479165358,3.09798170384659,3.11159520877525,3.09654934430725,3.28053013749458,3.08563405228747,3.09263002791838,3.07460235600231,2.92755765358365,4.11420715784672,4.13640471196016,4.12851851124375,4.35063240726404
"36",37,2349.78017249174,6442.46693075781,1905.34763151649,8.0593860174218,0.216213402161006,0.204911766260457,0.221308953092903,0.454307680385068,13717.1575800241,16212.868657886,12162.6936090218,143309.310097833,0.00639125780576644,0.00766811027600883,0.0100997309108086,2.06790512671589e-06,0.0885779630006222,0.0866734780050157,0.0895750475919933,0.105876154299919,0.0172845489693693,0.0173608849676357,0.0178622355448951,0.0154542319133336,0.169933789639737,0.153088313337981,0.168846635384324,0.249276705349646,3.1229148554422,3.12844183986299,3.10515506274248,3.29945488269687,3.11469877037785,3.11094831782493,3.08348683253104,2.94683239322245,4.13734132215206,4.1506464427765,4.13508340417987,4.36858201895839
"37",38,2319.57224494063,6364.97076041198,1865.55595665748,7.68575477298629,0.214868971124405,0.204731293818391,0.219464770493336,0.451071238985519,13525.8669249594,15971.8282779542,12096.1661662499,146230.298533451,0.00639125780576644,0.00766811027600883,0.0100997309108086,2.40795069731343e-06,0.0876066088374851,0.0859947104586231,0.0879706603295242,0.105416375311924,0.017000479779373,0.0171316969767809,0.0172605605787932,0.015287950867762,0.168903316657616,0.153121125565812,0.168860537633766,0.24953686726491,3.14183976147102,3.14354086364265,3.13140231841955,3.31109675905126,3.13693756290495,3.12925815763191,3.1154835987814,2.95941061911335,4.15524208479462,4.16273702320729,4.1542811277991,4.37871680255687
"38",39,2278.54638171227,6326.17146047681,1826.03797338532,7.41303782793311,0.215928984175238,0.204421458474584,0.220151352855357,0.447953763794328,13414.8970095461,15648.957722194,12042.3903552735,147629.600126863,0.006713628618074,0.00802800685596613,0.0106770131445874,2.40795069731343e-06,0.0864723474365332,0.0858536073872083,0.0852953377982066,0.10509780922703,0.0166712082320651,0.0170706424839596,0.0167473825967289,0.0150143100100537,0.169179388660926,0.153103377400356,0.168359124374269,0.250165732925909,3.16201367647446,3.15215892326375,3.15874752506235,3.32389688866797,3.1599147091576,3.13891921680615,3.14399341760349,2.97422079020279,4.17200583720888,4.17098604783974,4.17171843930071,4.3911407784141
