"","k","fsil.euclidean","fsil.manhattan","fsil.minkowski","fsil.correlation"
"1",2,0.416461495545173,0.477082354835846,0.378419209600261,0.11214469341036
"2",3,0.275545951330272,0.339625627558778,0.239084023729129,0.116842213010624
"3",4,0.2681608508189,0.329961498210024,0.234376569024119,0.106977824946421
"4",5,0.260244778746363,0.322095841406035,0.240759841247338,0.191365785664069
"5",6,0.271146872620464,0.324537748042809,0.233358954849046,0.230878903235394
"6",7,0.260511496552861,0.328305249417508,0.227600779622723,0.270791729930233
"7",8,0.259902925117384,0.325573675989343,0.22593723993026,0.28530425292139
"8",9,0.259438334082568,0.322292999320247,0.217939520587246,0.287825144372783
"9",10,0.248345951629957,0.322057218020449,0.225308987483674,0.29217504928115
"10",11,0.251332975566327,0.32327418702325,0.210362552337695,0.328142240440831
"11",12,0.160081781353919,0.32031419762112,0.211530082557687,0.348674080953641
"12",13,0.248635197921471,0.321006966361707,0.209703031570268,0.335963774019209
"13",14,0.246615210280493,0.321489623839153,0.205781030009635,0.339943358789383
"14",15,0.24715075549862,0.323446028917263,0.21145840135307,0.359824523327127
"15",16,0.246259198997421,0.319019617523146,0.205583395846429,0.363328690681287
"16",17,0.247271873091947,0.322132149925184,0.203990092748339,0.372678072155927
"17",18,0.243380047182534,0.31833954208974,0.203640057553375,0.36713577395612
"18",19,0.243160137887469,0.314984433250399,0.204045325697787,0.352360645980571
"19",20,0.242451441045953,0.183962066042721,0.204090166862615,0.363608228587881
"20",21,0.237280285289739,0.307878446327599,0.200488487568851,0.355570450859539
"21",22,0.240308352477388,0.316925490811317,0.19972108040574,0.351815894221596
"22",23,0.162356732008651,0.188260169276923,0.20072778509165,0.369684199319546
"23",24,0.237967051414504,0.30482353175846,0.201166069899228,0.374846692193899
"24",25,0.231528347522771,0.303524442545573,0.14379022934539,0.369970351287261
"25",26,0.235309405164843,0.302919840022765,0.200642699803556,0.376626240153538
"26",27,0.236496489601128,0.301313902379469,0.1978041214693,0.379692320358847
"27",28,0.231919114367447,0.302262670711666,0.194915041212644,0.372813233797981
"28",29,0.234144749525082,0.184024195295708,0.195403393910021,0.36886121878887
"29",30,0.2357518392946,0.299556405477143,0.195024519394489,0.382575928817023
"30",31,0.156424859853307,0.185228253083327,0.129987911875155,0.377304077547725
"31",32,0.234734990134601,0.306735301595695,0.199585195235199,0.371192503830483
"32",33,0.157042400265484,0.180983287447809,0.146472675541649,0.383049764871539
"33",34,0.227786686707516,0.305706557715352,0.190949368983323,0.35540695063135
"34",35,0.228434904470376,0.178510257953761,0.192377179469787,0.371522665139738
"35",36,0.156160721719018,0.299696567670155,0.146671773565207,0.385088692099077
"36",37,0.234672275738941,0.304771392998686,0.146261501202402,0.370034105888909
"37",38,0.15697566925411,0.179367943162785,0.143398319725617,0.362305314218587
"38",39,0.22580704245346,0.297585144998972,0.191337639394273,0.387390732335261
"39",40,0.158012568760111,0.295845859671825,0.144611057573353,0.390661073956603
